variante,ciclo,endereco,endereco_norm
demo_matriz,560,67335592,8281773
demo_matriz,561,67335593,8281773
demo_matriz,562,67335728,8281790
demo_matriz,563,67335729,8281790
demo_matriz,564,137422176896,17177636936
demo_matriz,565,67335864,8281807
demo_matriz,566,67335865,8281807
demo_matriz,567,67336000,8281824
demo_matriz,568,67336001,8281824
demo_matriz,569,67336136,8281841
demo_matriz,570,67336137,8281841
demo_matriz,571,67336272,8281858
demo_matriz,572,67336273,8281858
demo_matriz,573,67336408,8281875
demo_matriz,574,67336409,8281875
demo_matriz,575,137422176896,17177636936
demo_matriz,576,67336544,8281892
demo_matriz,577,67336545,8281892
demo_matriz,578,67336680,8281909
demo_matriz,579,67336681,8281909
demo_matriz,580,137422175680,17177636784
demo_matriz,581,137422176922,17177636939
demo_matriz,582,137422176923,17177636939
demo_matriz,583,137422176924,17177636939
demo_matriz,584,137422176925,17177636939
demo_matriz,585,137422176926,17177636939
demo_matriz,586,137422176927,17177636939
demo_matriz,587,137422176928,17177636940
demo_matriz,588,137422176929,17177636940
demo_matriz,589,137422176930,17177636940
demo_matriz,590,137422176931,17177636940
demo_matriz,591,137422176932,17177636940
demo_matriz,592,137422176933,17177636940
demo_matriz,593,137422176934,17177636940
demo_matriz,594,137422176935,17177636940
demo_matriz,595,137422176936,17177636941
demo_matriz,596,137422176937,17177636941
demo_matriz,597,137422176938,17177636941
demo_matriz,598,137422176939,17177636941
demo_matriz,599,137422176940,17177636941
demo_matriz,600,137422176941,17177636941
demo_matriz,601,137422176942,17177636941
demo_matriz,602,137422176943,17177636941
demo_matriz,603,137422176944,17177636942
demo_matriz,604,137422176945,17177636942
demo_matriz,605,137422176946,17177636942
demo_matriz,606,137422176947,17177636942
demo_matriz,607,137422176948,17177636942
demo_matriz,608,137422176922,17177636939
demo_matriz,609,67331240,8281229
demo_matriz,610,67331241,8281229
demo_matriz,611,67331376,8281246
demo_matriz,612,67331377,8281246
demo_matriz,613,137422176922,17177636939
demo_matriz,614,67331512,8281263
demo_matriz,615,67331513,8281263
demo_matriz,616,67331648,8281280
demo_matriz,617,67331649,8281280
demo_matriz,618,67331784,8281297
demo_matriz,619,67331785,8281297
demo_matriz,620,67331920,8281314
demo_matriz,621,67331921,8281314
demo_matriz,622,67332056,8281331
demo_matriz,623,67332057,8281331
demo_matriz,624,67332192,8281348
demo_matriz,625,67332193,8281348
demo_matriz,626,67332328,8281365
demo_matriz,627,67332329,8281365
demo_matriz,628,67332464,8281382
demo_matriz,629,67332465,8281382
demo_matriz,630,67332600,8281399
demo_matriz,631,67332601,8281399
demo_matriz,632,67332736,8281416
demo_matriz,633,67332737,8281416
demo_matriz,634,67332872,8281433
demo_matriz,635,67332873,8281433
demo_matriz,636,137422176922,17177636939
demo_matriz,637,67333008,8281450
demo_matriz,638,67333009,8281450
demo_matriz,639,137422176922,17177636939
demo_matriz,640,67333144,8281467
demo_matriz,641,67333145,8281467
demo_matriz,642,137422176922,17177636939
demo_matriz,643,67333280,8281484
demo_matriz,644,67333281,8281484
demo_matriz,645,67333416,8281501
demo_matriz,646,67333417,8281501
demo_matriz,647,67333552,8281518
demo_matriz,648,67333553,8281518
demo_matriz,649,67333688,8281535
demo_matriz,650,67333689,8281535
demo_matriz,651,67333824,8281552
demo_matriz,652,67333825,8281552
demo_matriz,653,137422176922,17177636939
demo_matriz,654,67333960,8281569
demo_matriz,655,67333961,8281569
demo_matriz,656,67334096,8281586
demo_matriz,657,67334097,8281586
demo_matriz,658,67334232,8281603
demo_matriz,659,67334233,8281603
demo_matriz,660,67334368,8281620
demo_matriz,661,67334369,8281620
demo_matriz,662,137422176922,17177636939
demo_matriz,663,67334504,8281637
demo_matriz,664,67334505,8281637
demo_matriz,665,67334640,8281654
demo_matriz,666,67334641,8281654
demo_matriz,667,67334776,8281671
demo_matriz,668,67334777,8281671
demo_matriz,669,137422176922,17177636939
demo_matriz,670,67334912,8281688
demo_matriz,671,67334913,8281688
demo_matriz,672,67335048,8281705
demo_matriz,673,67335049,8281705
demo_matriz,674,67335184,8281722
demo_matriz,675,67335185,8281722
demo_matriz,676,67335320,8281739
demo_matriz,677,67335321,8281739
demo_matriz,678,67335456,8281756
demo_matriz,679,67335457,8281756
demo_matriz,680,137422176922,17177636939
demo_matriz,681,67335592,8281773
demo_matriz,682,67335593,8281773
demo_matriz,683,67335728,8281790
demo_matriz,684,67335729,8281790
demo_matriz,685,137422176922,17177636939
demo_matriz,686,67335864,8281807
demo_matriz,687,67335865,8281807
demo_matriz,688,67336000,8281824
demo_matriz,689,67336001,8281824
demo_matriz,690,67336136,8281841
demo_matriz,691,67336137,8281841
demo_matriz,692,67336272,8281858
demo_matriz,693,67336273,8281858
demo_matriz,694,67336408,8281875
demo_matriz,695,67336409,8281875
demo_matriz,696,137422176922,17177636939
demo_matriz,697,67336544,8281892
demo_matriz,698,67336545,8281892
demo_matriz,699,67336680,8281909
demo_matriz,700,67336681,8281909
demo_matriz,701,137422175688,17177636785
demo_matriz,702,137422176960,17177636944
